,Unnamed: 0,District,Mandal,Village,Latitude,Longitude,SoilType,pH,EC,OC,P,K,Ca,Mg,S,Zn,B,Fe,Cu,Mn,Crop,ndvi,arvi,evi,gci
3163,3398,Srikakulam,Polaki,Polaki,18.38,84.11,Red soil,7.08,0.53,0.55,22.9,111,1256,384,33.27,1.27,1.35,41.38,2.64,13.61,Paddy/G.gram,0.028098479326635416,0.016570231212906482,0.19003704235847352,0.09686959394822359
3164,3399,Srikakulam,Polaki,Polaki,18.38,84.11,Red soil,8.31,0.64,0.31,5.77,113,1033,245,127.22,0.43,0.93,33.96,1.48,15.06,Paddy/G.gram,0.028098479326635416,0.016570231212906482,0.19003704235847352,0.09686959394822359
3165,3400,Srikakulam,Polaki,Polaki,18.37,84.1,Red soil,5.6,0.25,0.78,15.02,245,1685,509,26.98,1.13,1.19,174.37,6.03,48.72,Paddy/G.gram,0.023861254299245304,0.009464814758005305,0.12636764745421408,0.08378269424668305
3166,3401,Srikakulam,Polaki,Polaki,18.38,84.1,Red soil,5.71,0.24,0.68,19.34,180,1796,549,27.87,1.51,1.52,153.0,5.75,76.95,Paddy/G.gram,0.03580758301530018,0.02518172650486013,0.19658890713067928,0.11336609593086333
3167,3402,Srikakulam,Polaki,Polaki,18.38,84.1,Red soil,6.3,0.85,0.97,24.47,163,2143,654,48.86,2.13,1.43,65.47,5.27,67.08,Paddy/G.gram,0.03580758301530018,0.02518172650486013,0.19658890713067928,0.11336609593086333
3168,3403,Srikakulam,Polaki,Polaki,18.38,84.1,Red soil,5.8,0.25,0.94,32.88,157,1280,401,28.90,1.63,1.38,174.62,5.81,47.89,Paddy/G.gram,0.03580758301530018,0.02518172650486013,0.19658890713067928,0.11336609593086333
3169,3404,Srikakulam,Polaki,Polaki,18.37,84.11,Red soil,6.75,0.07,0.22,3.77,42,764,162,4.40,0.26,0.31,31.94,1.84,16.95,Paddy/G.gram,0.030733110266631065,0.017073268441524323,0.19633425435860874,0.1080331322898549
3170,3405,Srikakulam,Polaki,Polaki,18.38,84.09,Sandy loam,6.52,0.67,0.98,33.35,250,1057,382,90.01,3.44,1.65,109.95,4.56,37.31,Paddy/G.gram,0.025514803236487766,0.01749718575773183,0.15965497131461612,0.08205230509086414
3171,3406,Srikakulam,Polaki,Polaki,18.39,84.09,Sandy loam,7.73,0.68,0.81,31.77,177,1298,442,52.08,0.94,1.39,24.72,1.73,16.63,Paddy/G.gram,0.042913482657923455,0.02039102370595952,0.23896829724778995,0.14779468800319773
3172,3407,Srikakulam,Polaki,Polaki,18.38,84.1,Sandy loam,7.54,1.0,0.64,32.67,152,1159,412,137.71,1.21,1.77,29.32,2.61,18.75,Paddy/G.gram,0.03580758301530018,0.02518172650486013,0.19658890713067928,0.11336609593086333
3173,3408,Srikakulam,Polaki,Polaki,18.39,84.09,Red soil,5.08,0.4,0.98,14.42,195,1761,540,14.68,1.66,1.51,145.42,6.96,51.27,Paddy/G.gram,0.042913482657923455,0.02039102370595952,0.23896829724778995,0.14779468800319773
3174,3409,Srikakulam,Polaki,Polaki,18.38,84.09,Red soil,6.64,1.06,1.02,54.04,346,1763,644,60.40,2.76,2.06,115.92,5.71,28.15,Paddy/G.gram,0.025514803236487766,0.01749718575773183,0.15965497131461612,0.08205230509086414
3175,3410,Srikakulam,Polaki,Polaki,18.38,84.09,Red soil,7.62,1.31,0.74,30.51,100,1425,418,103.16,1.87,1.36,48.04,3.14,16.08,Paddy/G.gram,0.025514803236487766,0.01749718575773183,0.15965497131461612,0.08205230509086414
3176,3411,Srikakulam,Polaki,Polaki,18.38,84.09,Red soil,6.4,0.25,0.65,21.34,77,993,250,21.54,1.54,0.82,72.86,3.56,20.08,Paddy/G.gram,0.025514803236487766,0.01749718575773183,0.15965497131461612,0.08205230509086414
3177,3412,Srikakulam,Polaki,Polaki,18.38,84.1,Red soil,5.55,0.14,0.56,16.97,94,1077,327,19.09,1.26,1.26,130.56,4.15,32.29,Paddy/G.gram,0.03580758301530018,0.02518172650486013,0.19658890713067928,0.11336609593086333
3178,3413,Srikakulam,Polaki,Polaki,18.38,84.09,Red soil,6.45,0.58,0.61,27.85,76,741,259,54.66,1.36,1.59,83.65,2.22,35.44,Paddy/G.gram,0.025514803236487766,0.01749718575773183,0.15965497131461612,0.08205230509086414
3179,3414,Srikakulam,Polaki,Polaki,18.38,84.09,Red soil,7.86,0.21,0.43,12.56,99,1737,546,16.25,0.74,1.40,37.21,3.05,11.71,Paddy/G.gram,0.025514803236487766,0.01749718575773183,0.15965497131461612,0.08205230509086414
3180,3415,Srikakulam,Polaki,Polaki,18.38,84.09,Red soil,6.36,0.72,1.09,38.21,323,1315,500,124.84,4.32,2.17,132.56,5.58,40.32,Paddy/G.gram,0.025514803236487766,0.01749718575773183,0.15965497131461612,0.08205230509086414
3181,3416,Srikakulam,Polaki,Polaki,18.38,84.08,Red soil,7.85,0.74,0.93,39.2,175,1214,393,43.16,1.33,1.00,22.69,1.5,15.98,Paddy/G.gram,0.020308383081739743,0.022659330087570425,0.18488283238038097,0.0685994864597963
3182,3417,Srikakulam,Polaki,Polaki,18.38,84.08,Red soil,5.61,0.11,0.30,8.94,54,445,132,10.73,0.36,0.56,72.69,1.58,7.26,Paddy/G.gram,0.020308383081739743,0.022659330087570425,0.18488283238038097,0.0685994864597963
3183,3418,Srikakulam,Polaki,Polaki,18.38,84.08,Red soil,6.31,0.11,0.67,4.6,130,2112,664,8.59,0.72,1.18,36.67,4.56,35.92,Paddy/G.gram,0.020308383081739743,0.022659330087570425,0.18488283238038097,0.0685994864597963
3184,3419,Srikakulam,Polaki,Priyagraharam,18.42,84.14,Black soil,6.57,2.65,1.04,9.97,403,2642,1182,311.26,1.45,2.30,108.58,6.58,38.47,Paddy/G.gram,0.03161643895351101,0.01872328395015262,0.19628167791771178,0.09699649667043331
3185,3420,Srikakulam,Polaki,Priyagraharam,18.43,84.15,Black soil,6.95,1.92,0.98,14.73,361,3157,1207,194.99,2.15,2.49,82.14,7.17,56.59,Paddy/G.gram,0.03797868452649025,0.005116632274052943,0.15261181668139198,0.125424771344125
3186,3421,Srikakulam,Polaki,Priyagraharam,18.43,84.14,Black soil,6.15,5.04,0.60,2.72,63,885,252,356.48,0.82,1.13,29.4,1.98,31.22,Paddy/G.gram,0.0374345696818519,0.01421737724875864,0.21274030479485867,0.12178896791692972
3187,3422,Srikakulam,Polaki,Priyagraharam,18.43,84.14,Black soil,7.73,1.66,0.70,10.35,178,3074,1222,147.56,1.55,1.47,54.83,4.41,19.18,Paddy/G.gram,0.0374345696818519,0.01421737724875864,0.21274030479485867,0.12178896791692972
3188,3423,Srikakulam,Polaki,Priyagraharam,18.43,84.14,Black soil,5.34,0.16,0.54,3.48,50,776,169,12.79,0.75,0.34,136.77,2.97,25.92,Paddy/G.gram,0.0374345696818519,0.01421737724875864,0.21274030479485867,0.12178896791692972
3189,3424,Srikakulam,Polaki,Priyagraharam,18.43,84.14,Black soil,5.19,0.06,0.21,4.54,40,486,112,2.15,0.66,0.15,81.45,2.55,11.28,Paddy/G.gram,0.0374345696818519,0.01421737724875864,0.21274030479485867,0.12178896791692972
3190,3425,Srikakulam,Polaki,Priyagraharam,18.43,84.15,Black soil,5.5,0.72,0.39,15.77,83,641,186,24.01,1.15,0.47,108.94,2.61,30.18,Paddy/G.gram,0.03797868452649025,0.005116632274052943,0.15261181668139198,0.125424771344125
3191,3426,Srikakulam,Polaki,Priyagraharam,18.43,84.15,Black soil,6.55,0.07,0.24,3.0,41,784,165,3.48,0.32,0.18,43.92,2.09,20.34,Paddy/G.gram,0.03797868452649025,0.005116632274052943,0.15261181668139198,0.125424771344125
3192,3427,Srikakulam,Polaki,Priyagraharam,18.43,84.14,Black soil,6.65,0.13,0.69,28.39,109,1192,365,14.57,0.95,0.78,121.62,2.45,8.69,Paddy/G.gram,0.0374345696818519,0.01421737724875864,0.21274030479485867,0.12178896791692972
3193,3428,Srikakulam,Polaki,Priyagraharam,18.43,84.15,Black soil,6.47,0.14,0.53,18.91,86,867,248,11.49,0.87,0.58,90.94,2.31,12.92,Paddy/G.gram,0.03797868452649025,0.005116632274052943,0.15261181668139198,0.125424771344125
3194,3429,Srikakulam,Polaki,Priyagraharam,18.43,84.15,Black soil,6.1,0.17,0.64,9.56,70,1176,267,20.08,1.86,0.42,194.31,4.3,25.73,Paddy/G.gram,0.03797868452649025,0.005116632274052943,0.15261181668139198,0.125424771344125
3195,3430,Srikakulam,Polaki,Priyagraharam,18.43,84.15,Black soil,5.26,0.08,0.38,7.04,40,701,121,13.98,0.61,0.54,142.63,2.08,13.41,Paddy/G.gram,0.03797868452649025,0.005116632274052943,0.15261181668139198,0.125424771344125
3196,3431,Srikakulam,Polaki,Priyagraharam,18.43,84.15,Black soil,5.64,0.11,0.36,12.03,48,1080,255,12.13,0.57,0.53,113.23,2.44,24.31,Paddy/G.gram,0.03797868452649025,0.005116632274052943,0.15261181668139198,0.125424771344125
3197,3432,Srikakulam,Polaki,Priyagraharam,18.43,84.15,Black soil,5.42,0.11,0.41,21.06,48,932,222,13.74,0.58,0.57,143.05,2.7,13.79,Paddy/G.gram,0.03797868452649025,0.005116632274052943,0.15261181668139198,0.125424771344125
3198,3433,Srikakulam,Polaki,Rajapuram,18.42,84.17,Red soil,5.87,1.43,0.57,9.78,108,618,181,168.17,1.26,0.79,65.7,2.19,22.72,Paddy/G.gram,0.02077988220425156,0.014097615256735824,0.18040605704027188,0.07469061850718095
3199,3434,Srikakulam,Polaki,Rajapuram,18.42,84.17,Red soil,7.16,0.14,0.31,3.94,52,292,78,5.12,0.38,0.20,23.92,0.68,10.62,Paddy/G.gram,0.02077988220425156,0.014097615256735824,0.18040605704027188,0.07469061850718095
3200,3435,Srikakulam,Polaki,Rajapuram,18.41,84.17,Sandy loam,5.27,0.14,0.67,2.69,98,347,77,4.82,0.87,0.28,60.83,0.8,62.59,Paddy/G.gram,0.02082416781298358,0.009682972871691049,0.13734888111114166,0.0747949963950727
3201,3436,Srikakulam,Polaki,Rajapuram,18.41,84.17,Sandy loam,4.97,0.07,0.29,6.24,83,95,31,2.93,0.57,0.17,31.79,0.48,59.61,Paddy/G.gram,0.02082416781298358,0.009682972871691049,0.13734888111114166,0.0747949963950727
3202,3437,Srikakulam,Polaki,Sathraopeta,18.39,84.14,Black soil,6.43,0.25,0.40,8.6,52,524,146,55.99,0.45,0.85,48.6,1.13,8.88,Paddy/G.gram,0.03717007246918293,0.04789391920852044,0.42482828057970023,0.11631404241135535
3203,3438,Srikakulam,Polaki,Sathraopeta,18.39,84.14,Black soil,6.9,0.15,0.52,2.95,162,1158,572,5.45,0.31,1.38,52.7,3.11,18.55,Paddy/G.gram,0.03717007246918293,0.04789391920852044,0.42482828057970023,0.11631404241135535
3204,3439,Srikakulam,Polaki,Sathraopeta,18.4,84.15,Red soil,5.27,0.06,0.36,4.25,73,572,226,2.42,0.44,0.69,103.48,1.98,39.5,Paddy/G.gram,0.0372200850097202,0.026294194054495082,0.16727434395386442,0.1026485320643511
3205,3440,Srikakulam,Polaki,Sathraopeta,18.4,84.15,Black soil,6.15,0.23,0.54,2.49,144,788,378,15.17,0.56,1.30,91.79,3.69,21.01,Paddy/G.gram,0.0372200850097202,0.026294194054495082,0.16727434395386442,0.1026485320643511
3206,3441,Srikakulam,Polaki,Sathraopeta,18.4,84.15,Red soil,5.99,0.79,0.54,5.29,303,1652,656,182.65,0.65,3.66,68.49,3.29,34.26,Paddy/G.gram,0.0372200850097202,0.026294194054495082,0.16727434395386442,0.1026485320643511
3207,3442,Srikakulam,Polaki,Sathraopeta,18.4,84.15,Black soil,6.74,3.7,0.87,9.85,506,3052,1409,107.99,0.86,2.23,26.71,4.27,21.0,Paddy/G.gram,0.0372200850097202,0.026294194054495082,0.16727434395386442,0.1026485320643511
3208,3443,Srikakulam,Polaki,Sathraopeta,18.39,84.15,Black soil,6.55,2.65,0.69,23.92,319,1059,388,266.38,1.99,1.33,85.08,3.57,27.55,Paddy/G.gram,0.03576644455570657,0.03170382988248767,0.2558347785344005,0.11131377511710117
3209,3444,Srikakulam,Polaki,Sathraopeta,18.39,84.14,Black soil,5.71,0.21,0.52,4.41,72,774,229,13.95,0.58,0.62,95.84,3.31,24.0,Paddy/G.gram,0.03717007246918293,0.04789391920852044,0.42482828057970023,0.11631404241135535
3210,3445,Srikakulam,Polaki,Sathraopeta,18.41,84.17,Black soil,6.3,0.25,0.57,2.71,142,855,405,17.25,0.53,1.47,89.33,3.56,21.59,Paddy/G.gram,0.02082416781298358,0.009682972871691049,0.13734888111114166,0.0747949963950727
3211,3446,Srikakulam,Polaki,Sathraopeta,18.41,84.17,Black soil,5.92,0.42,0.65,13.37,151,1029,367,32.58,1.19,1.33,134.64,3.54,12.83,Paddy/G.gram,0.02082416781298358,0.009682972871691049,0.13734888111114166,0.0747949963950727
3212,3447,Srikakulam,Polaki,Sathraopeta,18.39,84.14,Black soil,6.7,1.12,0.69,4.28,256,2059,813,66.19,0.5,1.78,56.71,4.19,18.56,Cashew,0.03717007246918293,0.04789391920852044,0.42482828057970023,0.11631404241135535
3213,3448,Srikakulam,Polaki,Sathraopeta,18.4,84.15,Sandy loam,6.51,1.27,0.61,3.63,109,963,313,273.91,0.65,1.94,50.11,2.22,19.95,Cashew,0.0372200850097202,0.026294194054495082,0.16727434395386442,0.1026485320643511
3214,3449,Srikakulam,Polaki,Sathraopeta,18.4,84.15,Red soil,5.53,0.08,0.37,4.11,76,585,227,3.40,0.47,0.70,101.1,2.04,39.31,Cashew,0.0372200850097202,0.026294194054495082,0.16727434395386442,0.1026485320643511
3215,3450,Srikakulam,Polaki,Sathraopeta,18.4,84.15,Black soil,5.7,0.24,0.44,19.89,58,620,150,44.82,0.68,0.68,137.58,1.92,9.42,Paddy/G.gram,0.0372200850097202,0.026294194054495082,0.16727434395386442,0.1026485320643511
3216,3451,Srikakulam,Polaki,Susaram,18.4,84.12,Black soil,7.36,0.38,0.64,5.63,81,1220,291,33.72,1.04,1.07,79.31,2.91,20.56,Paddy/G.gram,0.03331035285024673,0.031791500550162895,0.24395828390344096,0.10267372721399926
3217,3452,Srikakulam,Polaki,Susaram,18.41,84.13,Black soil,6.39,0.06,0.15,1.61,60,1208,241,2.23,0.5,0.27,22.15,1.53,32.11,Paddy/G.gram,0.022554281807699923,0.011343127949193673,0.17329996462663588,0.08531434545513727
3218,3453,Srikakulam,Polaki,Susaram,18.4,84.12,Black soil,5.77,0.24,0.49,4.58,109,778,171,17.12,0.83,0.65,79.58,2.57,11.83,Paddy/G.gram,0.03331035285024673,0.031791500550162895,0.24395828390344096,0.10267372721399926
3219,3454,Srikakulam,Polaki,Susaram,18.41,84.12,Black soil,6.84,0.87,1.37,31.85,1164,1752,423,46.45,3.09,1.34,103.35,2.99,34.96,Paddy/G.gram,0.0241237644773572,0.03370203557541312,0.5729716322613905,0.08319765517768563
3220,3455,Srikakulam,Polaki,Susaram,18.4,84.12,Black soil,8.33,0.49,0.57,3.08,87,1939,815,83.84,0.53,1.53,49.22,2.48,10.58,Paddy/G.gram,0.03331035285024673,0.031791500550162895,0.24395828390344096,0.10267372721399926
3221,3456,Srikakulam,Polaki,Susaram,18.41,84.13,Black soil,7.18,1.1,0.93,13.95,98,1521,364,133.17,1.1,1.56,53.08,2.39,15.23,Paddy/G.gram,0.022554281807699923,0.011343127949193673,0.17329996462663588,0.08531434545513727
3222,3457,Srikakulam,Polaki,Susaram,18.41,84.13,Black soil,5.67,1.78,0.70,3.32,397,4864,1766,39.82,0.66,2.16,33.86,4.99,16.62,Paddy/G.gram,0.022554281807699923,0.011343127949193673,0.17329996462663588,0.08531434545513727
3223,3458,Srikakulam,Polaki,Susaram,18.41,84.13,Black soil,6.36,0.3,0.38,5.56,123,518,153,12.39,0.6,0.41,39.83,1.82,12.88,Paddy/G.gram,0.022554281807699923,0.011343127949193673,0.17329996462663588,0.08531434545513727
3224,3459,Srikakulam,Polaki,Urjam,18.38,84.11,Sandy loam,5.95,2.92,1.00,4.63,211,2253,894,44.27,0.78,1.50,49.91,4.67,40.85,Cashew,0.028098479326635416,0.016570231212906482,0.19003704235847352,0.09686959394822359
3225,3460,Srikakulam,Polaki,Urjam,18.38,84.11,Sandy loam,5.91,1.01,0.83,4.54,368,2965,1113,20.09,0.87,2.07,57.12,6.57,52.84,Cashew,0.028098479326635416,0.016570231212906482,0.19003704235847352,0.09686959394822359
3226,3461,Srikakulam,Polaki,Urjam,18.39,84.11,Sandy loam,6.05,0.9,0.86,9.62,165,1451,547,35.93,0.91,1.71,88.91,4.75,44.32,Paddy/G.gram,0.03554486558166557,0.04120263517439958,0.2155046647520026,0.0964196821138601
3227,3462,Srikakulam,Polaki,Urjam,18.38,84.12,Sandy loam,6.67,0.62,0.81,75.47,345,1757,468,19.29,1.76,0.81,99.48,5.16,44.71,Paddy/G.gram,0.04191897511627015,0.031059567912309308,0.3147726331596385,0.1481608555767091
3228,3463,Srikakulam,Polaki,Urjam,18.37,84.11,Sandy loam,6.52,0.13,0.72,5.38,116,1717,608,7.74,2.13,0.98,46.48,3.88,40.37,Paddy/G.gram,0.030733110266631065,0.017073268441524323,0.19633425435860874,0.1080331322898549
3229,3464,Srikakulam,Polaki,Urjam,18.38,84.12,Sandy loam,7.1,0.44,0.13,18.07,166,327,142,13.91,1.06,0.62,11.5,1.24,28.98,Paddy/G.gram,0.04191897511627015,0.031059567912309308,0.3147726331596385,0.1481608555767091
3230,3465,Srikakulam,Polaki,Urjam,18.38,84.13,Sandy loam,5.5,0.26,0.88,11.18,214,1598,518,24.28,1.47,1.35,121.76,6.17,48.47,Paddy/G.gram,0.02879157143506809,0.015765379295472386,0.19538489936214198,0.0985087453614697
3231,3466,Srikakulam,Polaki,Urjam,18.38,84.13,Black soil,6.03,0.46,0.62,7.92,281,2284,804,16.03,0.98,1.65,85.32,5.0,55.67,Paddy/G.gram,0.02879157143506809,0.015765379295472386,0.19538489936214198,0.0985087453614697
3232,3467,Srikakulam,Ranasthalam,Akkayapalem,18.1,83.65,Saline soil,8.68,0.14,0.16,7.84,70,510,227,4.86,0.86,0.69,5.6,0.92,17.48,Banana,0.14581874664828706,0.09969811435579906,0.41425837052632003,0.34564900678184496
3233,3468,Srikakulam,Ranasthalam,Akkayapalem,18.1,83.65,Red soil,8.28,0.23,0.10,13.55,80,517,223,9.41,1.08,0.48,6.3,0.8,20.84,banana/coconut,0.14581874664828706,0.09969811435579906,0.41425837052632003,0.34564900678184496
3234,3469,Srikakulam,Ranasthalam,Akkayapalem,18.1,83.66,Red soil,8.7,0.13,0.20,7.33,67,522,228,3.23,0.5,0.71,5.42,0.62,13.32,banana/coconut,0.4024315525236992,0.28502889167370793,0.4967711085824145,1.1177106642500632
3235,3470,Srikakulam,Ranasthalam,Akkayapalem,18.1,83.65,Red soil,8.38,0.26,0.28,14.88,113,640,286,13.42,1.16,0.83,6.78,1.04,33.38,banana/coconut,0.14581874664828706,0.09969811435579906,0.41425837052632003,0.34564900678184496
3236,3471,Srikakulam,Ranasthalam,Akkayapalem,18.1,83.65,Red soil,8.46,0.14,0.18,7.94,88,1153,300,2.71,0.52,0.84,13.7,1.6,23.74,banana/coconut,0.14581874664828706,0.09969811435579906,0.41425837052632003,0.34564900678184496
3237,3472,Srikakulam,Ranasthalam,Akkayapalem,18.1,83.66,Red soil,9.04,0.35,0.41,6.15,241,1291,1107,9.50,0.48,3.30,10.8,2.0,14.76,banana/coconut,0.4024315525236992,0.28502889167370793,0.4967711085824145,1.1177106642500632
3238,3473,Srikakulam,Ranasthalam,Akkayapalem,18.1,83.65,Red soil,8.51,0.18,0.37,27.45,329,975,144,8.16,2.02,0.87,6.66,1.34,18.8,banana/coconut,0.14581874664828706,0.09969811435579906,0.41425837052632003,0.34564900678184496
3239,3474,Srikakulam,Ranasthalam,Akkayapalem,18.1,83.65,red soil,8.66,0.21,0.23,15.7,104,666,383,7.40,0.72,1.02,6.66,1.0,16.46,banana/coconut,0.14581874664828706,0.09969811435579906,0.41425837052632003,0.34564900678184496
3240,3475,Srikakulam,Ranasthalam,Akkayapalem,18.1,83.65,red soil,8.86,0.16,0.21,11.83,100,621,347,4.14,1.1,0.92,5.88,1.18,22.04,banana/coconut,0.14581874664828706,0.09969811435579906,0.41425837052632003,0.34564900678184496
3241,3476,Srikakulam,Ranasthalam,Akkayapalem,18.1,83.65,red sandy,8.2,0.6,0.23,5.32,79,666,295,19.19,1.28,0.77,7.18,0.92,29.88,banana/coconut,0.14581874664828706,0.09969811435579906,0.41425837052632003,0.34564900678184496
3242,3477,Srikakulam,Ranasthalam,Akkayapalem,18.1,83.65,red soil,8.11,1.31,0.30,23.29,251,915,288,44.50,0.94,0.98,10.14,0.9,18.68,banana/coconut,0.14581874664828706,0.09969811435579906,0.41425837052632003,0.34564900678184496
3243,3478,Srikakulam,Ranasthalam,Akkayapalem,18.1,83.65,black soil,8.51,0.2,0.30,11.11,101,978,311,7.62,1.34,0.97,4.56,1.38,16.78,banana/coconut,0.14581874664828706,0.09969811435579906,0.41425837052632003,0.34564900678184496
3244,3479,Srikakulam,Ranasthalam,Akkayapalem,18.1,83.65,black soil,8.4,0.61,0.43,29.88,744,1034,437,23.57,1.16,1.23,3.8,1.22,15.12,banana/coconut,0.14581874664828706,0.09969811435579906,0.41425837052632003,0.34564900678184496
3245,3480,Srikakulam,Ranasthalam,Bantupalli,18.18,83.67,red soil,7.8,0.74,0.82,32.88,248,1295,494,52.82,2.98,2.00,12.7,1.66,26.48,Maize/paddy,0.22628809466546365,0.13608077153727424,0.37743323726349665,0.5084072742293224
3246,3481,Srikakulam,Ranasthalam,Bantupalli,18.19,83.66,Red soil,7.32,0.3,0.20,21.83,235,724,182,20.88,1.98,2.12,6.12,1.52,38.66,Maize/paddy,0.5670614349263825,0.42700039350695007,0.525550172337266,1.9668935927648894
3247,3482,Srikakulam,Ranasthalam,Bantupalli,18.18,83.67,Red soil,8.45,0.32,0.43,5.31,234,1046,855,11.95,0.42,1.55,10.24,1.28,6.82,Maize/paddy,0.22628809466546365,0.13608077153727424,0.37743323726349665,0.5084072742293224
3248,3483,Srikakulam,Ranasthalam,Bantupalli,18.18,83.67,Red soil,7.65,0.31,0.50,11.0,66,684,165,12.32,0.86,0.94,7.44,0.58,19.44,Maize/paddy,0.22628809466546365,0.13608077153727424,0.37743323726349665,0.5084072742293224
3249,3484,Srikakulam,Ranasthalam,Bantupalli,18.18,83.67,red soil,8.51,0.27,0.58,43.5,255,1024,551,18.21,1.9,2.21,17.94,2.44,12.4,Maize/paddy,0.22628809466546365,0.13608077153727424,0.37743323726349665,0.5084072742293224
3250,3485,Srikakulam,Ranasthalam,Boiapalem,18.12,83.65,sandy loam,8.04,0.13,0.35,7.67,143,1037,443,6.91,0.58,1.08,3.64,1.0,17.4,coconut,0.19148413738944506,0.1243912734381443,0.43669907185876433,0.44000008031318116
3251,3486,Srikakulam,Ranasthalam,Boiapalem,18.11,83.65,res soil,8.3,0.19,0.58,56.51,93,1021,334,7.17,1.72,0.98,4.92,0.96,10.8,Coconut,0.2758543701279917,0.19224300980872244,0.5410413258460344,0.7216919324515922
3252,3487,Srikakulam,Ranasthalam,Boiapalem,18.12,83.64,red soil,8.5,0.12,0.12,10.07,55,965,306,4.34,0.32,0.37,4.4,0.72,6.8,Coconut,0.19757358943432482,0.1267259907049553,0.418927850155501,0.4588362552603511
3253,3488,Srikakulam,Ranasthalam,Boiapalem,18.12,83.64,red soil,8.25,0.15,0.37,7.01,100,888,338,6.14,0.94,0.82,5.22,0.82,10.72,Coconut,0.19757358943432482,0.1267259907049553,0.418927850155501,0.4588362552603511
3254,3489,Srikakulam,Ranasthalam,Chillapeta Rajam,18.13,83.66,Red soil,7.84,0.16,0.29,8.25,115,556,151,4.75,0.86,0.43,9.48,0.78,27.12,coconut/banana,0.1757571592278371,0.12988455806294194,0.42275812615387603,0.4180266043721288
3255,3490,Srikakulam,Ranasthalam,Chillapeta Rajam,18.13,83.66,Red soil,7.45,0.55,0.14,18.49,177,381,159,16.34,0.8,0.66,7.34,0.98,19.28,banana/coconut,0.1757571592278371,0.12988455806294194,0.42275812615387603,0.4180266043721288
3256,3491,Srikakulam,Ranasthalam,Chillapeta Rajam,18.13,83.66,Red soil,8.2,0.12,0.24,4.15,62,652,199,5.14,0.68,1.02,10.58,1.02,33.18,banana/coconut,0.1757571592278371,0.12988455806294194,0.42275812615387603,0.4180266043721288
3257,3492,Srikakulam,Ranasthalam,Chillapeta Rajam,18.13,83.66,Red soil,7.82,0.21,0.38,18.83,96,940,356,11.13,1.08,1.19,14.04,1.9,37.38,banana/coconut,0.1757571592278371,0.12988455806294194,0.42275812615387603,0.4180266043721288
3258,3493,Srikakulam,Ranasthalam,Chillapeta Rajam,18.13,83.67,Red Soil,8.55,0.44,0.30,17.65,95,905,428,20.87,0.8,2.25,21.44,3.02,34.92,banana/coconut,0.07799117852864555,0.06028705281924044,0.49308542986645715,0.19431814978773998
3259,3494,Srikakulam,Ranasthalam,Chillapeta Rajam,18.13,83.66,Red soil,7.84,0.14,0.19,3.02,57,506,120,4.92,0.58,0.44,8.22,1.24,37.84,banana/coconut,0.1757571592278371,0.12988455806294194,0.42275812615387603,0.4180266043721288
3260,3495,Srikakulam,Ranasthalam,Chillapeta Rajam,18.13,83.67,Red soil,7.5,0.27,0.59,24.12,106,1020,261,12.35,1.38,1.09,19.06,2.44,45.8,banana/coconut,0.07799117852864555,0.06028705281924044,0.49308542986645715,0.19431814978773998
3261,3496,Srikakulam,Ranasthalam,Chillapeta Rajam,18.14,83.67,Red soil,8.25,0.16,0.40,9.94,86,953,393,8.60,0.6,1.83,13.2,2.22,27.02,Paddy/Maize,0.1160516549635062,0.06472416500440033,0.34261977224723184,0.29521627181100163
3262,3497,Srikakulam,Ranasthalam,Chillapeta Rajam,18.14,83.67,Red soil,8.47,0.24,0.52,28.88,140,1071,732,15.42,1.34,2.57,14.0,3.26,22.1,Paddy/Maize,0.1160516549635062,0.06472416500440033,0.34261977224723184,0.29521627181100163
3263,3498,Srikakulam,Ranasthalam,Chillapeta Rajam,18.13,83.67,Red soil,8.6,0.16,0.11,18.1,69,488,119,5.75,0.32,0.62,6.58,0.32,12.9,Banana/coconut,0.07799117852864555,0.06028705281924044,0.49308542986645715,0.19431814978773998
3264,3499,Srikakulam,Ranasthalam,Chillapeta Rajam,18.13,83.67,Red soil,5.85,0.05,0.26,4.14,65,410,116,3.45,0.62,0.39,25.62,1.56,74.3,cashew,0.07799117852864555,0.06028705281924044,0.49308542986645715,0.19431814978773998
3265,3500,Srikakulam,Ranasthalam,Chillapeta Rajam,18.13,83.67,Red soil,8.12,0.21,0.19,2.83,40,578,172,9.33,0.42,1.21,9.96,1.52,43.04,Banana,0.07799117852864555,0.06028705281924044,0.49308542986645715,0.19431814978773998
3266,3501,Srikakulam,Ranasthalam,Chillapeta Rajam,18.13,83.67,Red Soil,6.07,0.14,0.26,11.82,82,153,44,4.68,0.72,0.24,24.62,0.38,31.08,Banana/coconut,0.07799117852864555,0.06028705281924044,0.49308542986645715,0.19431814978773998
3267,3502,Srikakulam,Ranasthalam,Chillapeta Rajam,18.13,83.66,Red Soil,8.28,0.36,0.84,23.03,172,1069,540,12.41,1.1,2.12,9.02,2.06,14.38,Banana/coconut,0.1757571592278371,0.12988455806294194,0.42275812615387603,0.4180266043721288
3268,3503,Srikakulam,Ranasthalam,Chillapeta Rajam,18.13,83.66,Red Soil,7.26,0.07,0.22,4.05,78,414,160,2.82,0.48,0.63,15.96,1.44,55.18,Banana/coconut,0.1757571592278371,0.12988455806294194,0.42275812615387603,0.4180266043721288
